text,created_at,retweet_count,favorite_count,is_retweet,id_str
"Defeating Donald Trump is going to take everything we've got. His campaign has been preparing for the last four years and has millions in the bank. I know times are tough, but if you can, please pitch in today to help us catch up: https://t.co/J626xObksn https://t.co/6hXpIM3cF6",2020-05-16 18:45:00,5235,19196,False,1261729378171412481
"On this Armed Forces Day, @DrBiden and I want to express our gratitude and support for the men and women in uniform — serving and defending our country around the world. Thank you for your selfless service and sacrifice. You continue to make us proud. https://t.co/CHDdzrZkhK",2020-05-16 17:12:00,4471,15827,False,1261705973988839424
"It seems the way to get fired by President Trump is not to commit wrongdoing, but to investigate it. https://t.co/7cb5FAZRJP",2020-05-16 15:06:06,23067,88233,False,1261674293458604038
Science over fiction.,2020-05-16 14:30:00,22073,161471,False,1261665206184312838
"The fact is Donald Trump wasted an awful lot of time, and lives were lost as a consequence. https://t.co/c6UdsDmLWi",2020-05-16 00:15:00,5178,19218,False,1261450037739106304
I want Donald Trump to look the American people in the eye and explain why their hard-earned dollars are bailing out his wealthy donors. https://t.co/7FItXvsZpp,2020-05-15 23:23:06,22538,74933,False,1261436978232356864
"We're building a campaign that will defeat Donald Trump and transform this nation — but we need your help to do it. Join us this Sunday for a Grassroots Strategy Summit, where we'll lay out our path to victory and how you can get involved: https://t.co/FhQWfR6nJf https://t.co/VuEkunPtr2",2020-05-15 22:00:00,1859,6211,False,1261416063784402946
"Unions like @GoIUPAT are supporting their workers and communities during this pandemic. To build a stronger, more inclusive, and more resilient middle class after this crisis, we must encourage unionization. That starts with enacting the PRO Act. https://t.co/JbZbXnGHfx",2020-05-15 21:28:10,829,2762,False,1261408054093860865
"Los fracasos internacionales de Trump han abierto el camino para que Cuba se una al Consejo de Derechos Humanos de la ONU. Esto traiciona a los presos políticos en Cuba y mina aún más la diplomacia de los EE.UU. Como presidente, defenderé los derechos humanos del pueblo cubano.",2020-05-15 21:15:00,1323,5184,False,1261404739109113856
"Trump's international failures have cleared a path for Cuba to join the UN Human Rights Council. This would betray Cuba's political prisoners and further undermine U.S. diplomacy. As President, I will lead by empowering the Cuban people and defending human rights.",2020-05-15 21:12:00,6374,31752,False,1261403984100818944
"To everyone who has lost a loved one due to COVID-19: I know it's incredibly difficult right now, but there will come a time when their memory brings a smile to your lips before it brings a tear to your eye. It will take time, but that’s when you know you’re going to make it. https://t.co/bGyr3AIbWH",2020-05-15 19:55:00,5633,21327,False,1261384606433058816
"If you’re looking for ways to show off your support for the campaign or to stay entertained while we’re social distancing, we’ve got you covered. Check out our new free store where you’ll find everything from phone backgrounds to crossword puzzles: https://t.co/Eihy6ufHnY",2020-05-15 18:05:00,2081,6327,False,1261356924370423811
"We have the power to create the future we want. A future where:

- We end our gun violence epidemic
- We lead the world in combating climate change
- Everyone has access to the health care they need
- Our government works for all — not just the wealthy and well-connected",2020-05-15 15:55:00,9591,38734,False,1261324208577015810
"To all of our front line workers who are working day in and day out to keep our nation afloat during this crisis, thank you.",2020-05-15 14:25:00,9487,58052,False,1261301559213715457
We are months into this crisis. There is simply no excuse for President Trump's failure to implement a national testing strategy.,2020-05-15 00:59:00,20049,111849,False,1261098722852777984
"Tonight, @StaceyAbrams and I will be joining @Lawrence for a discussion on combating COVID-19 and how we can ensure everyone can make their voice heard this November.

Tune in to @MSNBC at 10 PM ET to watch live. https://t.co/yRr0RJRiu5",2020-05-15 00:26:48,2549,11220,False,1261090619285540864
What he said. https://t.co/qfK5oHyFba,2020-05-14 23:32:59,40340,248960,False,1261077076465115141
"Donald Trump can deflect and shift blame all he wants, but the hard truth is he failed to protect our nation from the worst public health and economic crisis in our lifetime. https://t.co/5kHQnJrK2a",2020-05-14 23:05:00,13867,37061,False,1261070033905577985
"Sherian, a small business owner from South Carolina, recently asked how I would help businesses like hers recover from this crisis and how we can tackle health care disparities among communities of color. They're important questions. Here's what I said: https://t.co/5gfIxhmIoG",2020-05-14 22:30:00,1418,4864,False,1261061226886574081
The lives of tens of millions of Americans have been thrown into chaos through no fault of their own — and Donald Trump simply isn't doing enough to help them. https://t.co/l9dIMOD2aK,2020-05-14 20:44:50,5021,18932,False,1261034759758675972
"Join me for a virtual roundtable on COVID-19 with Governors Gretchen Whitmer, Phil Murphy and Ned Lamont who are at the forefront of this crisis: https://t.co/qMB1AT6ST1",2020-05-14 19:40:16,1937,5853,False,1261018512920731648
Small businesses are the backbone of this country. We have to do so much more to support them through this crisis. Here's what I would do if I were president: https://t.co/bXq5WtrytM,2020-05-14 19:22:00,2210,7664,False,1261013914025750528
"With the void of leadership in the White House, governors across the country have stepped up to meet this moment. This afternoon, I’ll be joined by a few of them for a roundtable discussion on COVID-19. 

Tune in at 3:30 PM ET to watch: https://t.co/xk0GcS7PGq https://t.co/1EONVfE0pk",2020-05-14 17:35:00,1759,5772,False,1260986986820599812
"As the economy continues to spiral downwards and unemployment soars to Great Depression-era levels, we cannot ignore the hard truth: This crisis hit us harder and will take longer to recover from because of Donald Trump’s failures. https://t.co/PYVWy6yG2w",2020-05-14 16:22:00,7788,26975,False,1260968615450271744
"There's nothing that the American people cannot accomplish when we stand together — one nation, united in purpose.",2020-05-14 14:15:00,8107,50377,False,1260936654858137601
Happy Birthday to the one and only @StevieWonder. https://t.co/AnjAnNiGxB,2020-05-14 02:51:58,2051,17966,False,1260764765556740098
"“60 days into the coronavirus crisis, the White House does not have a plan, a framework, a philosophy, or a goal.”

Real presidents lead. Reality TV presidents don’t. https://t.co/hn7GkkPv5Y",2020-05-14 02:00:00,11631,44994,False,1260751685959417858
"Not only does the Trump Administration want to take away health coverage for millions in the middle of a pandemic, but now they want to let people go hungry, too. Their cruelty truly knows no bounds. https://t.co/12JpuMOXEH",2020-05-14 01:30:00,7409,18673,False,1260744136212140034
"Moments of crisis require swift and decisive action from our leaders, but Donald Trump and his administration have done nothing but dither and delay. They have failed the American people on every single front. https://t.co/Bl4104WqEG",2020-05-14 00:46:08,4882,17664,False,1260733099652022273
"I would trust the guy who’s one of our nation's top public health experts, not the one who pondered injecting disinfectant into the body and looked directly at a solar eclipse. https://t.co/nMJz1nogpW",2020-05-13 23:42:15,31223,146625,False,1260717021840445452
"Enough with the anger and division and fear-mongering, Mr. President. It's time for you to step up, appeal to our better angels, and unite the country. We'll overcome this crisis by coming together — not by tearing each other apart. https://t.co/jySlLNWoHG",2020-05-13 22:40:52,9763,46400,False,1260701573765836805
It didn’t have to be this bad. Donald Trump utterly failed to prepare for this pandemic and delayed in taking the necessary steps to safeguard our nation against the near-worst-case-economic scenario we are now living. https://t.co/oFOuf4GbeB,2020-05-13 20:15:00,7374,25471,False,1260664864269381635
We owe so much to every single worker on the front lines of this crisis. The least we can do is provide them the pay and protection they need and deserve. Here's what I would do if I were president: https://t.co/DBDyKVHt1m,2020-05-13 18:35:00,3694,13473,False,1260639698529193986
"I joined @PeterHamby on @Snapchat’s Good Luck America to discuss everything from memes to stimulus oversight. Head to https://t.co/JKWnILB7To to watch the interview today, Thursday, and Friday.",2020-05-13 17:30:00,607,2176,False,1260623340219387908
A united party is key to winning the White House this November. The work of the task forces will be essential to identifying ways to build on our progress and not simply turn the clock back to a time before Donald Trump — but transform our country. https://t.co/Ps5dztgjrX,2020-05-13 16:29:00,7472,37778,False,1260607989070786560
"Donald Trump can put up all of the banners he wants in the Rose Garden, but it doesn’t change the fact that he failed our nation when it comes to COVID-19 testing. https://t.co/GDPuOAxndd",2020-05-13 14:00:01,13919,56188,False,1260570499320446976
I wish the president would spend less time talking and tweeting and more time listening to experts like Dr. Fauci. This isn’t politics. This is life and death. https://t.co/kJb8dYhf1B,2020-05-13 01:00:00,17436,82871,False,1260374201518526465
".@DrBiden and I are saddened to learn of the passing of Aimee Stephens. We send our deepest condolences to her wife, Donna, and her family. Aimee's spirit and courage will not only be her legacy but our guiding light as we carry on her fight for equality. https://t.co/F9cAnGh6VC",2020-05-12 23:45:00,2268,12807,False,1260355324357128195
"The Trump Administration clearly knows what's needed to make workplaces safe and operational: adequate testing, contact tracing, masks, and additional precautions.

They're putting in the work to keep themselves safe. Why aren't they doing the same for the American people? https://t.co/VB8QbqQAqX",2020-05-12 22:42:43,7837,26804,False,1260339651509919746
"This is a bunch of malarkey and you know it, @senatemajldr. We left a 69-page playbook on how to fight pandemics.

You can read it here if you’d like: https://t.co/zvRGv6ubWt

And make sure to pass along your notes to President Trump. He could use them. https://t.co/CooyBemPSv",2020-05-12 20:17:23,26124,78852,False,1260303075111325697
Donald Trump knew about this crisis all the way back in January — and his response since has been incompetent at best. https://t.co/OgVj8ia8Lk,2020-05-12 19:42:00,6402,22414,False,1260294171618836480
"That’s the plan.

https://t.co/Hy8C4mIL2M https://t.co/sT6yrlzeXj",2020-05-12 17:54:53,22952,127138,False,1260267215921844225
"Here's the deal: We can choose who our country works for. We can choose whether it works for just the wealthy — or everyone else as well.

That’s the choice we must make — all of us together — this November.",2020-05-12 15:10:00,11079,52538,False,1260225720435032065
"Let me be clear: My Administration will review every single stimulus loan given to big companies and political insiders. We will find any dollar taken corruptly, we will come get it, and we will punish the wrongdoers. https://t.co/UVQILUeTVN",2020-05-12 10:30:00,12746,48288,False,1260155255880323074
I believe everyone deserves a fair shot at success — not just the Mar-a-Lago crowd.,2020-05-12 00:59:00,15029,104493,False,1260011558899499010
Donald Trump just doesn't understand: We have an economic crisis because we have a public health crisis — and we have a public health crisis because he failed to act. https://t.co/hRrueGgx2C,2020-05-11 23:20:01,41037,103823,False,1259986650446344196
"In April, we raised $60.5 million between my campaign and @TheDemocrats. I'm humbled and know what a sacrifice it is to give in times as difficult as these. But May is our most important month yet, and we need your help. If you can, please chip in today: https://t.co/HbZYJWVJUs",2020-05-11 22:25:00,2314,8607,False,1259972803660443648
Donald Trump and his team seem to understand how critical testing is to their own safety. So why are they insisting that it’s unnecessary for the American people?,2020-05-11 20:30:00,28696,121541,False,1259943863621267457
"With folks staying at home during this time of social distancing, we put together some fun activities to keep everyone entertained. Text FREE to 30330 to be the first to get a look at what we’ve been working on. https://t.co/7dDXj3dPCm",2020-05-11 18:45:00,1075,3556,False,1259917439132819456
"Donald Trump hopes to split us into dueling camps, casting Democrats as doomsayers hoping to keep America grounded and Republicans as freedom fighters trying to liberate the economy.

It’s a childish tactic—and a false choice none of us should fall for. https://t.co/Kr8CYerAT3",2020-05-11 17:22:00,9693,34228,False,1259896551805157378
I have a better idea: give people coronavirus economic relief and don't hold their hard-earned benefits hostage. https://t.co/b8cT22xGfd,2020-05-11 14:40:14,9673,37948,False,1259855842041565186
"This crisis presents an opportunity to not just rebuild our economy — but transform it. @AndrewYang joined me to discuss how we can do that and create a stronger, fairer, more inclusive middle class.

Listen to the full episode: https://t.co/lQ9ghwJVgt https://t.co/3GaBdN1S46",2020-05-11 13:15:00,3226,13188,False,1259834391670423553
"No podemos callar ante la violencia contra personas transgénero de color, como las recientes tragedias en Missouri y Puerto Rico. Es nuestra obligación garantizar que todos puedan vivir abiertamente, con orgullo y sin miedo. https://t.co/CPmqT4kYxe",2020-05-11 01:05:00,1146,4300,False,1259650681260044293
"We cannot be silent in the face of rising violence against transgender people of color—like the recent tragedies in Missouri and Puerto Rico. It's our moral obligation to end this epidemic, and ensure everyone can live open and proud and free from fear. https://t.co/CPmqT4kYxe",2020-05-11 01:00:00,5335,22062,False,1259649424436785152
".@AndrewYang and I covered a lot of ground on the next episode of Here's the Deal, but the most surprising part might have been learning about his connection to the Roosevelts.

Make sure to tune in for the full episode tomorrow morning: https://t.co/gfVHzRcDXo https://t.co/oYcWnZXWM8",2020-05-10 23:30:00,2423,9312,False,1259626773605564416
Don't let anyone tell you differently: We have the power to write the future we want for our country.,2020-05-10 22:45:00,15071,98539,False,1259615448905199621
"Tax cuts for the super-wealthy.
Bailouts for large corporations.
Working Americans left behind.

That’s Donald Trump’s record. https://t.co/5ThHy2Gqdx",2020-05-10 20:30:00,7056,17196,False,1259581475109744640
"I believe rebuilding the middle class is the moral obligation of our time. We have to build a stronger, more inclusive, more resilient middle class — one that can withstand the next public health crisis or whatever else comes our way. https://t.co/wxXgzR0U9I",2020-05-10 18:51:53,4967,19294,False,1259556785893052418
"Ordinary people, given half a chance, have never let their country down.

That’s who I believe in. That’s who I’m in this race to fight for.",2020-05-10 17:15:00,9772,57391,False,1259532401832837121
"To the extraordinary mothers everywhere, like Catherine Eugenia Finnegan Biden, my wishes for a safe and happy Mother’s Day. https://t.co/3PmotUx6EU",2020-05-10 15:33:00,7792,38911,False,1259506732759310336
"There's a clear choice this November:

Donald Trump will do everything he can to terminate health care for millions in a global pandemic.

I will do everything I can to ensure every American has access to the quality, affordable care they need. https://t.co/ziqbBhFmzU",2020-05-10 00:50:00,8690,30443,False,1259284518361600003
There’s no quit in America. None at all. We’re going to get through this — and we're going to come out stronger.,2020-05-09 23:52:00,9004,58090,False,1259269922149916672
This is inexcusable. https://t.co/Ep61Pqhmhe,2020-05-09 22:01:40,16140,60138,False,1259242159124946944
No one should pay a dollar out of pocket for coronavirus testing or treatment. Period. https://t.co/HTc0fF1Ydi,2020-05-09 21:07:00,3682,15327,False,1259228398615846913
Imagine what we could be doing now with the $2 trillion in tax cuts that Donald Trump delivered for his rich friends. https://t.co/5yDjitm4l2,2020-05-09 19:07:00,9498,25879,False,1259198199731908609
"We need to rebuild the backbone of this country — the middle class. And this time, we're going to bring everyone along.

We have to make sure every single person gets a fair shot at success.",2020-05-09 16:49:00,9439,48196,False,1259163471029166087
Crisis reveals character — and character belongs in the White House. https://t.co/5XD4rtjNDL,2020-05-09 14:45:00,24196,63993,False,1259132265361100801
Ahmaud Arbery was shot down in cold blood. His family deserves justice — and they deserve it now. https://t.co/YkXBvYIJNw,2020-05-09 03:17:40,8543,45395,False,1258959294269214722
"Make no mistake: COVID-19 has caused a massive economic challenge. But this crisis hit us harder, and will last longer, because Donald Trump spent the last three years undermining the core pillars of our economic strength. https://t.co/4nkrpNDXgs",2020-05-08 23:55:00,5023,16201,False,1258908289334640644
"Two years ago, Donald Trump withdrew from the Iran Deal. This week, he vetoed a war powers resolution that would've prevented him from starting a war with Iran without Congressional consent. His decisions have increased the risk of war in the Middle East. https://t.co/Tq0CU99A1r",2020-05-08 22:30:00,6449,19462,False,1258886898329812998
"Corruption is a feature of Donald Trump's economic agenda—not a bug. He will pick his wealthy friends and corporate cronies over working families every time.

I say it’s time we pick a different way—one where everyone gets a fair shot at success, not just the Mar-a-Lago crowd. https://t.co/9MbZpSblC5",2020-05-08 21:40:00,6867,21318,False,1258874315518300162
"75 years ago on #VEDay, America and its allies defeated fascism in Europe. From the devastation of war, we built a lasting peace. Today, as we honor the veterans who sacrificed for us, let us remember the importance of uniting against common threats.",2020-05-08 21:00:00,3314,14773,False,1258864250002513922
It didn’t have to be this bad. The hard truth is that Donald Trump was simply not up to the job. https://t.co/sUd5GjD6cl,2020-05-08 20:18:59,15868,67043,False,1258853929036775428
I’m the proud husband of a teacher who inspires me every day. I’ve seen firsthand how hard teachers work with little support and few resources. Thank you to all the amazing teachers who've inspired and educated the future of our country. #TeacherAppreciationWeek https://t.co/1sq1isIOWr,2020-05-08 19:04:00,2166,9087,False,1258835057101410310
"RT @DrBiden: Today we celebrate military spouses--those who serve in their own way, enduring long deployments from the home front, packing…",2020-05-08 18:12:09,1941,0,True,1258822008206491650
Wouldn't it be nice to have a president who listens to someone other than himself? https://t.co/IN2Wtpacc4,2020-05-08 17:55:00,10939,41628,False,1258817692448051200
RT @nowthisnews: LIVE BIDEN ADDRESS: Former VP Joe Biden is laying out his general election economic argument in an exclusive address on No…,2020-05-08 16:16:05,1321,0,True,1258792801828995074
"Donald Trump loves to crow about what a great economy he built.

This crisis has revealed what a failure Trumponomics has been. And American workers and families are paying the price. 

Tune in for my remarks live on @nowthisnews at 12 PM EDT.",2020-05-08 15:45:00,5602,23826,False,1258784976834887689
"Here's the simple truth: The United States of America has never been defeated when we're together — and we're not going to be defeated now.

We can and will overcome this.",2020-05-08 14:49:00,7884,44567,False,1258770883969077249
"I can't hit the campaign trail in-person due to COVID-19 — so instead, I’m traveling across the country from my home in Delaware. Head over to my Instagram to catch up on today’s trip to Florida 📲.",2020-05-08 02:25:00,7989,48227,False,1258583650150477830
"Where are the tests, Mr. President? https://t.co/thdbTtLOZC",2020-05-07 23:38:56,8988,40576,False,1258541860257058817
"Every step of the way, President Trump has ignored the experts, downplayed the threat COVID-19 posed, and misled the American people — and we’re all paying the price every single day.

I promise you, I will do the opposite. https://t.co/lok9PvaaFJ",2020-05-07 22:41:05,6138,22944,False,1258527300540182531
"RT @TeamJoe: We’ve hit the virtual campaign trail! Tune in tonight as @JoeBiden hosts a virtual rally in Tampa, Florida! 🎉

Tune in live at…",2020-05-07 20:36:49,643,0,True,1258496027847426048
"Over 33 million Americans have filed unemployment claims since mid-March — one out of every five workers. It’s a national economic disaster that requires urgent action. We have to get help to everyone who needs it — efficiently, equitably, and immediately. https://t.co/6wOUCo8Dj8",2020-05-07 17:46:00,3822,12347,False,1258453039901368326
Real presidents lead. Reality TV presidents don’t. https://t.co/2lMwnRXLcG,2020-05-07 16:21:00,43636,119678,False,1258431648732872706
"I believe the moral obligation of our time is to rebuild our economy in a way that finally brings everyone along. A Biden Administration will encourage the economic empowerment of African Americans and close the racial wealth and income gaps.

Read more: https://t.co/Ni1rAmqfcz",2020-05-07 16:00:01,1999,7578,False,1258426367215050755
"These folks are true heroes — every single one of them.

Take a minute to read their stories: https://t.co/BU2eCifWhZ",2020-05-07 14:10:00,3437,14505,False,1258398681537089537
"We can't host any in-person events due to COVID-19, but that won't stop me from hitting the campaign trail—virtually, of course. Tomorrow, I'll be making stops around Florida and wrapping up the day with a virtual rally in Tampa.

Tune in at 5:15 PM ET: https://t.co/xk0GcSpr50 https://t.co/H3ZAyxhxxj",2020-05-07 00:59:00,3684,14228,False,1258199619722502147
"I’ve said it before, and I’ll say it again: No one is expendable. No life is worth losing to add one more point to the Dow.",2020-05-07 00:00:00,24441,145560,False,1258184774486642688
RT @HRC: HRC President Alphonso David Joins Joe Biden to Discuss HRC's Endorsement and the 2020 Election https://t.co/pQGsVucZZM,2020-05-06 22:41:32,463,0,True,1258165028064309250
"The nurses on the front lines of this crisis are American heroes. We owe them more than we could ever repay, but we can start by ensuring they have the protective equipment they need to stay safe, emergency paid sick leave, and premium pay. #NationalNursesDay",2020-05-06 22:26:00,5726,27551,False,1258161115944681478
"You heard it straight from the president himself: He wants to terminate health care for millions of Americans in the middle of a global pandemic.

We can't let that happen. https://t.co/OD1rdn8yiz",2020-05-06 21:10:28,13245,36470,False,1258142107103092736
"The stakes in this election have never been higher. Over the last few months, we've seen how wholly unfit Donald Trump is to lead our nation.

We have to vote him out of the White House this November.",2020-05-06 19:05:00,15253,76006,False,1258110532953006080
"We can’t sit by as Donald Trump and Republicans use COVID-19 as an excuse to disenfranchise voters. We need to ensure people have the opportunity to vote by mail, early vote, vote absentee and, in every way possible, safely vote in person this November. https://t.co/uKRyR3LVTA",2020-05-06 18:05:00,6877,24152,False,1258095433886375940
RT @HRC: .@JoeBiden has fought for the LGBTQ community throughout his career -- which is why @HRC will fight with everything we have and mo…,2020-05-06 17:12:53,2353,0,True,1258082320453681152
"Today, amid the COVID-19 pandemic, the Trump-backed lawsuit to dismantle the ACA enters a new phase. If Trump and Republican AGs succeed, it’ll mean devastation for our health care system that will cause untold pain and suffering. We can't let that happen. https://t.co/TVb3TIKsny",2020-05-06 16:00:01,6385,19457,False,1258063979412250628
"These stories are heartbreaking and remind us that the numbers we see in the news are more than just statistics. Every death is a tragedy and marks a family and community that will never be the same. @DrBiden and I are keeping them all in our prayers. 
https://t.co/ajYHuY6VN2",2020-05-06 14:00:00,4156,13728,False,1258033779513253888
"The video is clear: Ahmaud Arbery was killed in cold blood. My heart goes out to his family, who deserve justice and deserve it now. It is time for a swift, full, and transparent investigation into his murder. https://t.co/alvY5WjdHx",2020-05-06 03:36:22,22818,90732,False,1257876833581912065
This didn't have to happen. The Trump Administration failed to take action and produce desperately needed protective equipment — and those on the front lines of this crisis paid the price. It's heartbreaking. https://t.co/7bOj3POJCT,2020-05-06 01:15:00,6841,21622,False,1257841258354970624
The Biden Administration will not silence scientists. https://t.co/BPXMeavONA,2020-05-06 00:20:31,14022,72311,False,1257827550216302593
"The choice between the economy and public health is a false one—if we don’t beat the virus, we'll never get back to full economic strength and will lose countless lives. We have to get the number of new cases down and scale up testing before we return to some sense of normalcy. https://t.co/N7UT3WtNPK",2020-05-05 23:45:57,6145,21828,False,1257818848591351809
"It’s important to stay connected while we’re social distancing — but there’s always that one friend who doesn’t get the hint when it’s time to end the video chat. 

Glad we don’t know anyone like that — right, @KeeganMKey? https://t.co/AoDEYRTo8G",2020-05-05 22:14:00,9124,38422,False,1257795708339421186
"It's been a big few weeks. President Obama, Secretary Clinton, Senator Sanders, Senator Warren, and Speaker Pelosi all endorsed our campaign. Now, we need your help to keep the momentum going.

I know times are tough, but if you can, please chip in today: https://t.co/D4S84E6v2Z",2020-05-05 18:00:01,2985,11334,False,1257731791302979584
"Each week, I get hundreds of letters from people across the country. Folks share their hopes, ideas, struggles, and concerns — and I try to respond to as many as I can. We're going to share a few of them with you in our new series: Sincerely, Joe. https://t.co/HOHwdCcY1h",2020-05-05 15:45:00,3242,13013,False,1257697813208674305
"Thank you to all the:

Firefighters
Paramedics
Police officers
Doctors
Nurses
Medical support staff
Grocery and retail workers
Meatpackers
Delivery drivers
Transit workers
And everyone else on the front lines of this fight.

You truly are the heart and soul of this country.",2020-05-05 14:25:00,15210,76149,False,1257677680662765568
"Let me be clear: Essential workers on the front lines of this crisis deserve premium pay, emergency paid sick leave, and protections that keep them safe.",2020-05-05 00:59:00,17203,104949,False,1257474844008108034
"Across the country, folks are stepping up, taking care of their neighbors, and lending a hand to those in need. It's who we are. In times of crisis, we stand as one. And it makes me so proud to be an American. https://t.co/nXxczgOfAZ",2020-05-04 23:49:26,3442,15910,False,1257457336551079939
"Today, I’m releasing a new plan to achieve equity for the African American community and take us one step closer to making America what it ought to be. Read more: https://t.co/ub49jLMI9M",2020-05-04 21:40:00,7392,29566,False,1257424764097802240
"Over 1 million cases of COVID-19. Almost 70,000 dead. What is upsetting President Trump? Tough questions from the press.

Cry me a river, Mr. President. https://t.co/MbSZJ0UMel",2020-05-04 20:14:00,22483,78643,False,1257403121363415040
"Make no mistake: We can emerge from this crisis a stronger, better, and fairer nation. It’s within our power — we just need a president and an administration who are up for the task.",2020-05-04 17:45:30,11879,70100,False,1257365750479818753
"RT @LULAC: 🚨 https://t.co/Pf5dv7q8xM

LULAC is honored to have Democratic Presidential Candidate @JoeBiden to discuss how we can protect es…",2020-05-04 14:25:52,468,0,True,1257315510275854338
I've always believed that we've been at our best when we've acted as one America. This crisis is an opportunity for us to be that nation again. There's not a single thing we cannot accomplish if we do it together.,2020-05-04 14:15:00,8098,44857,False,1257312776780996608
"In times of crisis, the American people deserve a president who tells them the truth and takes responsibility. Donald Trump has not been that president. https://t.co/QikZiHZeXX",2020-05-04 00:00:00,11949,38794,False,1257097610135056390
"The hard truth is that it didn’t have to be this bad. The lack of preparation, the slow response on testing, the failure to administer the relief in the CARES Act appropriately — all of it stems from Donald Trump’s failures as president. https://t.co/d7XZvkJKXP",2020-05-03 22:40:00,11611,37917,False,1257077475605176326
"This Sunday night, settle in and join labor leader Dolores Huerta, actor John Leguizamo, Secretary Hilda Solis, and Congresswoman Escobar for a #TodosConBiden discussion. Tune in now: https://t.co/o7qCPrYivT",2020-05-03 22:00:55,1991,6417,False,1257067640482226177
"The American people are strong, tough, brave, and big-hearted. We can and will overcome this — together.",2020-05-03 21:20:00,8914,60851,False,1257057343038033922
"Donald Trump seems to think he can direct funding based on which politicians are nice to him, which states he’s trying to win in November, and which businesses he wants to enrich — all without any accountability. @EWarren and I think that’s unacceptable. https://t.co/wbEcnkBzj1",2020-05-03 20:05:00,12145,48343,False,1257038468699566089
"RT @TeamJoe: Today, join @DoloresHuerta, @JohnLeguizamo and Congresswoman @vgescobar for a moderated #TodosConBiden discussion. Tune in at…",2020-05-03 19:54:29,372,0,True,1257035821737222144
"This #WorldPressFreedomDay, support for an independent press at home and around the world matters more than ever. We must vote Trump out this November and assure that attacks on our free press are never again acceptable — especially not in the White House. https://t.co/Ga8zWYphOg",2020-05-03 18:58:37,3431,15368,False,1257021763390767110
"Trump deflects legitimate questions with attacks. He bullies members of the press, instead of taking responsibility for his failures. His efforts to undermine public confidence in the integrity of reporting violate our core values and threaten our very system of government.",2020-05-03 18:58:37,4067,21497,False,1257021762602184705
A free press is essential to a free society. That's why attacking the press and attempting to intimidate independent media is a standard part of the authoritarian playbook around the world. And it’s why Donald Trump’s efforts to demonize the media put us on such a dangerous path.,2020-05-03 18:58:37,15310,71161,False,1257021761872449542
The U.S. Postal Service is an essential pillar of American life. We simply cannot let Donald Trump destroy it. https://t.co/1W4W6LkMum,2020-05-03 16:48:00,14292,59577,False,1256988891942252552
"Over the last few weeks, I worked with our supporters and staff to create a code for our campaign—the principles we’ll live by, reflecting the community we’ve built, the team we aspire to be, and some of my own ‘rules’ as well.

I’m excited to share it: https://t.co/odsoUFxPmd https://t.co/ulwQwEosTz",2020-05-03 15:00:01,6158,20714,False,1256961717432733696
This pandemic is bigger than any one individual or country. This moment requires all of us to come together — across the nation and around the world — to solve this crisis.,2020-05-02 23:30:00,11607,66382,False,1256727670554914818
"When I say Donald Trump is the most corrupt president in modern American history, this is what I'm talking about.

Monty Bennett should return the tens of millions of dollars he received, and we should give it to the small businesses that need it. https://t.co/CV5NqlreSs",2020-05-02 21:33:50,21327,64529,False,1256698438831476737
"We left a playbook. He ignored it.

We created an office to prepare for pandemics. He gutted it.

We had CDC officials in China to detect and contain outbreaks. He pulled them out.

Trump can try and shift blame all he wants, but the fact is his actions left us unprepared. https://t.co/NdsINZ307m",2020-05-02 19:29:01,58230,162597,False,1256667024912244736
Mi corazón y el de Jill están con Puerto Rico a raíz de los terremotos de hoy. Mientras la isla enfrenta el impacto de este suceso y la pandemia del COVID-19 tenemos que asegurarnos que reciban los recursos y la asistencia que necesitan para recuperarse lo más pronto posible.,2020-05-02 18:37:00,2461,12887,False,1256653934837538816
"My heart and Jill's are with the people of Puerto Rico in the wake of another damaging earthquake. As the island grapples with both the impact of this earthquake and this pandemic, we need to ensure they get the resources and assistance needed to recover as soon as possible.",2020-05-02 18:35:00,9604,50889,False,1256653431705497601
"To @USWNT: don’t give up this fight. This is not over yet.

To @USSoccer: equal pay, now. Or else when I'm president, you can go elsewhere for World Cup funding. https://t.co/XK6t9oM94k",2020-05-02 17:28:16,6076,32314,False,1256636638144446466
"On March 6th, Donald Trump said: “Anybody that wants a test can get a test.”

It was a lie then, and it's still not true nearly two months later. It's a disgrace, and it's slowing efforts to reopen safely.

This administration needs to act immediately to surge testing nationwide.",2020-05-02 14:55:00,14731,63611,False,1256598066800611329
"When we come together and act as one America, there's not a single thing we cannot accomplish.",2020-05-02 00:03:00,10504,73336,False,1256373587784630278
No one should have to pay for coronavirus treatment. Period. https://t.co/GBchrVZmDz,2020-05-01 22:50:00,5148,23474,False,1256355216934547456
"I'll say what Donald Trump won't: The Confederate flag, swastikas, and other symbols of hate that have been used in these protests have no place in America. The president should encourage folks to follow Gov. Whitmer’s public health orders — not sow further discord and division. https://t.co/fZrHELiXVh",2020-05-01 19:37:23,30043,113770,False,1256306743585370112
"As we mark the beginning of Asian Pacific American Heritage Month, @DrBiden and I extend our best wishes to AANHPI communities across America. We look forward to celebrating your extraordinary accomplishments and contributions in the month ahead.",2020-05-01 18:20:00,1804,8953,False,1256287268962254852
"When we emerge from this crisis, we can't just go back to the way things were before. We have to build a better future for all.

We can and will transform this nation — together.",2020-05-01 18:00:00,9164,54308,False,1256282238393565184
